id,question,A,B,C,D,E,answer,category,macro category
1163,"La profilassi post-esposizione per HBV, in caso d'infortunio professionale occorso in operatore sanitario  non vaccinato e con paziente fonte il cui stato sierologico sia sconosciuto, prevede:","la somministrazione di 1 dose di immunoglobuline specifiche HBV (HBIg) al dosaggio di  0,06 ml/Kg i.m. preferibilmente entro 48 h dall'evento e comunque non oltre i 7 gg dallo stesso,  la contestuale valutazione dello stato sierologico di base per infezione da HBV e successivo  follow up fino a 6 mesi dall'evento, il pronto inizio del ciclo vaccinale AREA CLINICA Pag. 198/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,","nessun trattamento urgente, se non in caso di ferite profonde",il pronto inizio del ciclo vaccinale,"la somministrazione di 2 dosi di immunoglobuline specifiche HBV (HBIg) al dosaggio di 0,06  ml/Kg i.m. preferibilmente entro 48 h dall'evento e comunque non oltre i 7 gg dallo stesso",nessun trattamento immediato; e' sufficiente un follow up sierologico a 4-6-12 mesi dall'evento,A,Area Clinica 2017,medicina legale e sanità pubblica
1164,"Il Piano Nazionale della Prevenzione 2014-2018 identifica come principali criticita' nel ridurre la frequenza  d'infezioni e malattie infettive prioritarie per la sanita' pubblica:","esposizione all'agente eziologico (trasmissione interumana, alimentare, da vettore, iatrogena,  ambientale, etc) che influenza sia la natura sia la probabilita' di verificarsi delle varie malattie","bassa compliance degli operatori sanitari nei confronti della sorveglianza delle malattie trasmissibili e  delle misure di prevenzione","comportamenti e atteggiamenti degli operatori sanitari nelle pratiche assistenziali, in merito al rischio e  al controllo delle infezioni, che sono, a loro volta, influenzati dalle conoscenze e dalle percezioni e spesso  condizionati dallo stato delle strutture e delle organizzazioni in cui i professionisti si trovano ad operare","vulnerabilita' del sistema di risposta alle emergenze infettive (inclusi focolai epidemici), che richiede  attenzioni e risorse dedicate, comportando la necessita' di adeguare a questo fine sia le organizzazioni sia i  sistemi d'informazione e comunicazione.",Tutte le risposte indicate,E,Area Clinica 2017,medicina legale e sanità pubblica
1165,"Revisioni sistematiche della letteratura internazionale, relativamente agli infortuni occupazionali in  ambito sanitario per esposizione biologica a virus trasmissibili con il sangue e i liquidi biologici, hanno  riportato come la percentuale di casi evitabili tramite il corretto utilizzo delle precauzioni standard da parte  degli operatori sanitari sia di circa il:",35-50%,5-10%,10-20%,70-90%,< 1%,A,Area Clinica 2017,medicina legale e sanità pubblica
1166,"Il Rischio Clinico, secondo il Ministero della Salute, si configura come:","la probabilita' che si verifichino situazioni in grado di produrre danni a persone o cose per effetto di una  fonte di pericolo",la probabilita' che un pericolo si concretizzi in un evento sfavorevole,"la probabilita' che un paziente sia vittima di un evento avverso, cioe' subisca un qualsiasi danno o  disagio imputabile, anche se in modo involontario, alle cure mediche prestate durante il percorso  assistenziale, che causa un prolungamento del periodo di degenza, un peggioramento di salute o la morte",il rischio di contrarre un'infezione in ambito comunitario,"la probabilita' che un paziente sia vittima di effetti dannosi alla propria salute a causa della propria AREA CLINICA Pag. 199/578 Ministero dell Istruzione, dell  Università e della Ricerca, , Medicina specialistica",C,Area Clinica 2017,medicina legale e sanità pubblica
1167,"Nella compressione neoplastica o discale della cauda equina, il primo sintomo generalmente è:",parestesie,dolore,paralisi,segno di Babinski,Nessuna delle altre risposte indicate,B,Area Clinica 2017,medicina specialistica
1168,La modalità di trasmissione ereditaria nella distrofia muscolare tipo Duchenne è la seguente:,autosomica dominante,autosomica recessiva,legata al cromosoma X,"matrilineare, di tipo mitocondriale",recessiva sporadica,C,Area Clinica 2017,medicina specialistica
1169,Quale è abitualmente la durata di un episodio di emicrania senza aura ?,2-10 minuti,10-60 minuti,fino 4 ore,oltre 4 fino a 72 ore,più di 1 settimana,D,Area Clinica 2017,medicina specialistica
1170,Una lesione ischemica nel territorio dell'arteria cerebrale media determina:,emiplagia omolaterale prevalente all'arto inferiore,emiplegia ed emianestesia controlaterale con paralisi dello sguardo verso il lato opposto,deficit dei nervi cranici omolaterali,"deficit dei nervi cranici omolaterai e segni motori, sensitivi e cerebellari controlaterali",disartria,B,Area Clinica 2017,medicina specialistica
1171,Nella siringomielia la storia di solito inizia con:,fascicolazioni,dolore localizzato ad un'estremità superiore,disturbi sfinterici,"atrofia locale, debolezza, ustioni non dolenti ad un'estremità superiore",Nessuna delle altre risposte indicate,D,Area Clinica 2017,medicina specialistica
1172,L'attacco ischemico transitorio presenta per definizione una durata:,< 1 ora,< 12 ore,"< 24 ore AREA CLINICA Pag. 200/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",< 1 settimana,< 1 mese,C,Area Clinica 2017,medicina specialistica
1173,Quale è la più frequente causa di stroke?,diabete mellito,ipertensione arteriosa,lesioni aterosclerotiche/trombotiche,aneurisma,alterazioni piastriniche,C,Area Clinica 2017,medicina specialistica
1174,Un paziente avverte un improvviso stiramento alla schiena mentre sta lavorando a tronco flesso. Il giorno successivo si sveglia con un dolore intenso ed intorpidimento al I dito del piede sinistro. E' verosimile che abbia un'ernia del disco intervertebrale:,L1-L2,L4-L5,L5-S1,S1-S2,S2-S3,B,Area Clinica 2017,medicina specialistica
1175,Quale delle seguenti indagini è più indicata nello studio di un paziente con sclerosi multipla?,tomografia assiale computerizzata,risonanza magnetica nucleare,angiografia dei vasi del collo,scintigrafia cerebrale,angiografia digitale per sottrazione,B,Area Clinica 2017,medicina specialistica
1176,Quale delle seguenti affermazioni che  riguardano la malattia di Parkinson  NON è corretta ?,il tremore è a frequenza rapida pari a 10-12 Hz,la malattia è causata da un deficit di dopamina,l'instabilità posturale è una causa importante di disabilità,la malattia può essere trattata con l'amantadina,la malattia è meno frequente della demenza di Alzheimer,A,Area Clinica 2017,medicina specialistica
1177,"Paziente in cui la TAC evidenzia lesione espansiva cerebrale (neoplasia, ascesso, lesione infiammatoria o malformazione vascolare). Il successivo inquadramento diagnostico della lesione (natura, estensione, vascolarizzazione), si farà con quale delle seguenti indagini?",Tac con mezzo di contrasto,RMN con mezzo di contrasto,Angiografia digitale arteriosa,Radiografia del cranio,RMN con mezzo di contrasto ed AngioRm,E,Area Clinica 2017,medicina specialistica
1178,In quale delle seguenti condizioni l'EEG è più utile?,coma,"demenza AREA CLINICA Pag. 201/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",ictus,vertigini,cefalea,A,Area Clinica 2017,medicina specialistica
1179,I lobi temporali dell'encefalo elaborano:,il riconoscimento visivo,la percezione uditiva,la memoria,l'affettività,tutte le risposte indicate,E,Area Clinica 2017,medicina specialistica
1180,In questo elenco di disturbi neurologici ad insorgenza acuta e della durata di pochi minuti o ore solo uno rappresenta un TIA:,sincope,cefalea,ipoestesia e formicolio ad un emisoma,deficit della sensibilità che si instaura e scompare con le caratteristiche della marcia,incontinenza urinaria,C,Area Clinica 2017,medicina specialistica
1181,La sindrome di Guillain-Barrè colpisce:,"indistintamente bambini e adulti, di entrambi i sessi","esclusivamente adulti, di entrambi i sessi",in maniera nettamente prevalente gli anziani,prevalentemente i maschi,prevalentemente le femmine,A,Area Clinica 2017,medicina specialistica
1182,Quale tipo di idrocefalo tra quelli indicati NON provoca ipertensione intracranica ?,da tumore del nervo acustico,da atrofia cerebrale,da ostruzione del III ventricolo,da ostruzione dei forami del tetto del IV ventricolo,da malformazione di Arnold-Chiari,B,Area Clinica 2017,medicina specialistica
1183,Il mini-mental status esamination è:,un esame neurologico di scarsa importanza clinica,"un esame da somministrare a tutti i pazienti con segni di declino cognitivo-comportamentale, disorientamento spazio temporale;",un test che il paziente può eseguire da solo,Un tipo di esame elettroencefalografico,Un indice per valutare la gravità di un trauma cranico,B,Area Clinica 2017,medicina specialistica
1184,Da quale fonte di contagio deriva la variante inglese della malattia di Creutzfeldt-Jakob?,dalle mucche,"dalle capre AREA CLINICA Pag. 202/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",dalle pecore,dall'uomo,dalla scimmia,A,Area Clinica 2017,medicina specialistica
1185,"Una donna all'ottavo mese di gravidanza ha presentato nelle ultime settimane un discreto aumento di peso dovuto in parte ad una ritenzione di liquidi: Durante la notte si lamenta di dolore alla mano destra con ""punture di spilli"" al palmo e alle prime due-tre dita della mano specie dal lato palmare. Si tratta di:",sclerosi a placche,compressione del nervo ulnare al gomito,compressione del radiale al terzo medio dell'omero,sindrome del tunnel carpale,reumatalgia,D,Area Clinica 2017,medicina specialistica
1186,L'emianopsia bitemporale si osserva:,nei pinealomi,nei craniofaringiomi,negli aneurismi dell'arteria comunicante posteriore,nei glomi del nervo ottico,in tutte le condizioni sopra riportate,B,Area Clinica 2017,medicina specialistica
1187,Quale delle seguenti caratteristiche definisce il tremore a riposo ?,si accentua durante il sonno,si accentua durante il movimento volontario,si riscontra in alcune malattie del sistema extrapiramidale,si riscontra in alcune malattie del cervelletto,si riscontra in alcune malattie del sistema piramidale,C,Area Clinica 2017,medicina specialistica
1188,Che cosa si intende per spasticità:,"una debolezza muscolare, soprattutto distale, di origine nervosa centrale",un aumento del tono muscolare con iperreflessia profonda,un difetto della coordinazione muscolare,uno stato dicontrazione muscolare tonica con spasmi,un disturbo della marcia peggiorato dalla chiusura degli occhi,B,Area Clinica 2017,medicina specialistica
1189,Quali delle seguenti descrizioni meglio definisce l'emicrania?,"Dolore pulsatile, di tipo trafittivo a carattere parossistico","Dolore continuo, di tipo gravativo, che peggiora con l'attivita' fisica","Dolore di intensita' bassa-moderata, solitamente bilaterale, di durata superiore alle 12 ore","e pulsante, della durata di 4-72 ore, di intensita' moderata-grave, unilaterale, talora accompagnato da nausea e vomito","Dolore di tipo continuo, solitamente preceduto da aura, spesso scatenato in risposta a stimoli odorosi, visivi, uditivi",D,Area Clinica 2017,medicina specialistica
1190,"In un soggetto che presenta stato di male epilettico generalizzato, garantite le funzioni vitali, quale terapia va praticata?","barbiturici per via orale AREA CLINICA Pag. 203/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",benzodiazepine per via endovenosa,benzodiazepine per via orale,neurolettici per via endovenosa,antidepressivi triciclici per via endovenosa,B,Area Clinica 2017,medicina specialistica
1191,Il più consistente e significativo segno di disfunzione cerebellare è:,instabilità della marcia,eccessive oscillazioni ad occhi chiusi,nistagmo,ipostenia,tremore,A,Area Clinica 2017,medicina specialistica
1192,La paralisi periodica familiare è un'astenia muscolare grave pseudoparalitica dovuta a:,diminuzione del K+ serico,turba della trasmissione dell'impulso nervoso al muscolo,alterazione della placca motrice,inadeguato apporto di O2 al muscolo,ipofunzione corticosurrenalica,A,Area Clinica 2017,medicina specialistica
1193,Una lesione completa del midollo spinale può includere tutte le seguenti tranne:,atassia della marcia,paraplegia,anestesia al di sotto del livello di lesione,atrofia e fascicolazioni dei muscoli degli arti inferiori,turbe sfinteriche,A,Area Clinica 2017,medicina specialistica
1194,Quale delle seguenti forme di cefalea è considerata idiopatica ?,la cefalea da monossido di carbonio,la cefalea a grappolo,la cefalea da iperpiressia,la cefalea da abuso di farmaci,Nessuna delle altre risposte indicate,B,Area Clinica 2017,medicina specialistica
1195,Una delle seguenti caratteristiche di movimento NON è presente nella sindrome di Tourette :,breve durata,volontarietà,stereotipia,complessità,ripetitività,B,Area Clinica 2017,medicina specialistica
1196,Nella sindrome delle gambe senza riposo durante la notte sono frequenti:,"risvegli prolungati per dispnea AREA CLINICA Pag. 204/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",risvegli confusionali da sonno profondo,movimenti periodici agli arti inferiori,mioclonie ipniche all'addormentamento,alimentazione compulsiva,C,Area Clinica 2017,medicina specialistica
1197,Quale dei seguenti sintomi è indicativo di polineuropatia in fase iniziale?,cefalea,crampi,convulsioni,ritenzione urinaria,disartria,B,Area Clinica 2017,medicina specialistica
1198,Quale dei seguenti segni non è presente nella poliradicolonevrite di Guillain-Barrè:,ipoestesie,deficit di forza,dolorabilità muscolare,riduzione dei riflessi osteotendinei,ipertonia,E,Area Clinica 2017,medicina specialistica
1199,Nella paralisi del sesto nervo cranico l'occhio e':,Extraruotato,Intraruotato,L'asse oculare non e' modificato,Ruotato verso l'alto,Ruotato il basso,B,Area Clinica 2017,medicina specialistica
1200,La nevralgia del trigemino è più frequente:,nei bambini e nelle donne,negli uomini e negli anziani,nelle donne e negli anziani,nei bambini e negli uomini,nelle donne e nell'adolescenza,C,Area Clinica 2017,medicina specialistica
1201,L'interruzione completa del tratto ottico di destra provoca:,emianopsia bitemporale,emianopsia omonima destra,emianopsia omonima sinistra,quadrantopsia destra,quadrantopsia sinistra,C,Area Clinica 2017,medicina specialistica
1202,Nell'ischemia cerebrale del distretto carotideo DX è indicata la terapia chirurgica (tromboendoarterectomia):,"in assenza di placche carotidee AREA CLINICA Pag. 205/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",in presenza di placca carotidea SX indipendentemente dal grado di stenosi,in presenza di placca carotidea DX indipendentemente dal grado di stenosi,in presenza di placca carotidea DX con stenosi < 30%,in presenza di placca carotidea DX con stenosi > 70%,E,Area Clinica 2017,medicina specialistica
