,id,question,A,B,C,D,E,answer,category,macro category
486,487,l'acido urico,e' un componente normale dell'urina,e' un componente dei calcoli epatici,e' un componente dei sali biliari,e' un prodotto del catabolismo delle pirimidine,e' un prodotto del catabolismo delle purine,E,Area Preclinica 2018,fisiologia
487,488,la molarità di una soluzione esprime il numero di:,moli di soluto per litro di soluzione,moli di soluto per litro di solvente puro,molecole per kg di soluzione,molecole per kg di solvente puro,moli di solvente per litro di soluzione,A,Area Preclinica 2018,fisiologia
488,489,tutti i seguenti composti contengono un legame altamente energetico tranne:,acetil-coa,acido fosfoglicerico,acido fosfoenolpiruvico,succinil-coa,fosfocreatina,B,Area Preclinica 2018,fisiologia
489,490,quali tra queste molecole sono considerati secondi messaggeri essenziali per l'attività di biomolecole di segnalazione:,proteina chinasi a (pka) e proteina chinasi attivata dalla mitosi (mapk),"cgmp e 2,3 bisfosfoglicerato (2,3-bpg)",glucagone e glicogeno fosforilasi,fosfodiesterasi,"camp, cgmp, ip3, dag, ca++",E,Area Preclinica 2018,fisiologia
490,491,in quale delle seguenti condizioni l'emoglobina fetale ha maggiore affinità per l'ossigeno rispetto alla emoglobina adulta ?,"in presenza di dpg ( 2,3 difosfoglicerato )",in assenza di dpg,indipendentemente dalla presenza di dpg,in condizioni di ph lievemente acide,in presenza di basse concentrazioni di co2,C,Area Preclinica 2018,fisiologia
491,492,la glicogenolisi muscolare è stimolata da:,amp - ca++ - catecolamine,ampc - ca++ - cortisolo,amp - ca++ - glucagone,amp - ca++ - cortisolo,atp - ca++ - catecolamine,A,Area Preclinica 2018,fisiologia
492,493,quale delle seguenti specie è un acido di broensted?,metano,ione carbonato acido,ione carbonato,ammoniaca,ione cloruro,B,Area Preclinica 2018,fisiologia
493,494,l' insulina stimola la sintesi dell' enzima:,esochinasi,glucochinasi epatica,glucosio-6-fosfatasi,fruttosio difosfatasi,piruvico carbossilasi,B,Area Preclinica 2018,fisiologia
494,495,il prelievo di sangue per ottenere plasma per esami di coagulazione va fatto usando provette contenenti:,edta bipotassico,citrato trisodico,separatore di siero,antiglicolitico,nessun additivo,B,Area Preclinica 2018,fisiologia
495,496,le transaminasi o aminotransferasi sono enzimi implicati:,nel catabolismo degli acidi grassi,nel catabolismo del glucosio e del fruttosio,nel catabolismo degli amminoacidi,nel catabolismo del colesterolo,nel catabolismo delle basi azotate,C,Area Preclinica 2018,fisiologia
496,497,quale tra i seguenti ormoni non è prodotto dalla adenoipofisi?,cortisolo,ormone adrenocorticotropo (acth),ormone della crescita (gh),ormone follicolo stimolante (fsh),prolattina,A,Area Preclinica 2018,fisiologia
497,498,"nella chetoacidosi diabetica, quale delle seguenti attività ci si aspetta di trovare?",un aumento nella beta-ossidazione degli acidi grassi,un aumento della glicolisi,aumentata attivazione della lipoproteina lipasi capillare,aumento nel breakdown di chilomicroni e vldl (very low density lipoproteins),diminuita attivazione della lipasi ormono-sensibile,A,Area Preclinica 2018,fisiologia
498,499,l'apporto calorico del burro rispetto all'olio d'oliva è:,maggiore,minore,uguale,"uguale ma, in più, si accompagna ad apporto di colesterolo","è sempre maggiore, ma dipende dal tipo di latte di partenza",B,Area Preclinica 2018,fisiologia
499,500,e' corretto affermare che l'ormone adrenocorticotropo (acth):,favorisce la mobilizzazione del calcio dalle ossa,e' di natura steroidea,viene sintetizzato nella neuroipofisi,aumenta la produzione di adrenalina,stimola la produzione di glucocorticoidi,E,Area Preclinica 2018,fisiologia
500,501,composti organici dai quali si forma un estere sono:,una ammina e un acido,un acido e un alcool,un chetone e un alcool,soltanto un acido,un acido e una base,B,Area Preclinica 2018,fisiologia
501,502,l'attività telomerasica è fisiologicamente presente in cellule:,soggette ad induzione di apoptosi o morte cellulare programmata,soggette a differenziamento cellulare,soggette a trasformazione neoplastica,della linea germinale,della linea somatica,D,Area Preclinica 2018,fisiologia
502,503,gli ormoni che regolano il metabolismo del glicogeno muscolare sono:,insulina e cortisolo,glucagone e tiroxina,adrenalina e cortisolo,adrenalina e insulina,adrenalina e glucagone,D,Area Preclinica 2018,fisiologia
503,504,la fosfocreatina è utilizzata nel muscolo:,come riserva di energia per la fosforilazione del glucosio,come riserva di energia per la fosforilazione di adp,come deposito di fosfato inorganico,per il trasferimento ai reni del fosfato in eccesso,per la regolazione della contrazione,B,Area Preclinica 2018,fisiologia
504,505,l'acido pantotenico,abbassa il ph del contenuto duodenale,e' secreto dalle cellule del fondo dello stomaco,e' un componente del coenzima q,e' un componente del coenzima a,e' un importante fattore antirachitico,D,Area Preclinica 2018,fisiologia
505,506,su quale dei seguenti aminoacidi avviene la n-glicosilazione di una proteina?,asparagina,aspartato,lisina,serina,treonina,A,Area Preclinica 2018,fisiologia
506,507,la pellagra può essere prevenuta attraverso l'alto apporto del seguente amminoacido:,lisina,metionina,treonina,triptofano,tirosina,D,Area Preclinica 2018,fisiologia
507,508,quali delle seguenti considerazioni sul metabolismo del tessuto nervoso è corretta?,metabolizza elevate quantità di glucosio con un processo strettamente aerobio,assume il glucosio solo in presenza di insulina,in iperglicemia trasforma glucosio in glicogeno utilizzabile per normalizzare la glicemia,la beta-ossidazione degli acidi grassi avviene in modo incompleto e porta all'accumulo di corpi chetonici,contiene sistemi enzimatici deputati alla biosintesi di neurotrasmettitori la cui degradazione è un processo esclusivamente epatico,A,Area Preclinica 2018,fisiologia
508,509,il ciclo epatico dell'urea:,converte l'urea in acido urico,converte l'ammoniaca in urea,converte l'acido urico in urea,trasforma l'ammoniaca in ioni ammonio,è un ciclo metabolico terminale esoergonico,B,Area Preclinica 2018,fisiologia
509,510,"le seguenti operazioni da compiersi prima del prelievo di sangue sono tutte corrette, tranne:",controllare il nome sulle etichette delle provette,stringere il laccio per 5 minuti,individuare la vena,disinfettare accuratamente,lavarsi le mani,B,Area Preclinica 2018,fisiologia
510,511,la pompa del sodio (na/k atpasi) ha sede,nel reticolo sarcoplasmatico,nella membrana plasmatica,nella membrana mitocondriale interna,nella membrana mitocondriale esterna,nella matrice mitocondriale,B,Area Preclinica 2018,fisiologia
511,512,ad un quadro clinico di tetania corrisponde:,diminuzione del calcio totale,diminuzione del calcio ionizzato,diminuzione dell'albumina sierica,acidosi respiratoria,aumento delle transaminasi,B,Area Preclinica 2018,fisiologia
512,513,con quale finalità si esegue un test di screening in una popolazione?,per approfondire un sospetto di malattia,per una terapia,per accertare l'incidenza di una malattia,per escludere la prevalenza di una malattia,per escludere una diagnosi,C,Area Preclinica 2018,fisiologia
513,514,"in caso di carenza di glucosio nel sangue, quale tra i seguenti meccanismi viene attivato?",il fegato rimuove le riserve di glicogeno e rilascia il glucosio nel sangue,il muscolo rimuove le riserve di glicogeno e rilascia il glucosio nel sangue,il fegato rilascia acidi grassi nel sangue,il tessuto adiposo rimuove le riserve di glicogeno e rilascia il glucosio nel sangue,il cervello induce la sintesi di acidi grassi,A,Area Preclinica 2018,fisiologia
514,515,"quale tra i seguenti ormoni non agisce a livello ipotalamico sulla secrezione di fattori di rilascio (""releasing factors"")?",progesterone,tiroxina,cortisolo,insulina,estradiolo,D,Area Preclinica 2018,fisiologia
515,516,in quale compartimento cellulare si attua il ciclo di krebs?,membrana,citosol,mitocondrio,vacuolo,citoscheletro,C,Area Preclinica 2018,fisiologia
516,517,in un paziente con elevato colesterolo totale ed elevati trigliceridi quali lipoproteine saranno presumibilmente aumentate?,ldl e hdl,solo chilomicroni,solo vldl,ldl e vldl,solo hdl,D,Area Preclinica 2018,fisiologia
517,518,quale tra le seguenti affermazioni non è corretta?,il fegato è il principale organo lipogenetico,il cuore utilizza come combustibile prevalentemente il glucosio,il muscolo in contrazione aerobia utilizza acidi grassi,il cervello utilizza ordinariamente glucosio,il cervello può utilizzare occasionalmente corpi chetonici,B,Area Preclinica 2018,fisiologia
518,519,lo ione carbonato acido si comporta come un acido quando reagisce?,con lo ione idrossonio per dare acqua e biossido di carbonio,con acqua per dare acido carbonico e ione ossidrile,con lo ione ossidrile per dare acqua e ione carbonato,con lo ione solfato acido per dare acido carbonico e ione solfato,"con acido acetico per dare acqua, biossido di carbonio e ione acetato",C,Area Preclinica 2018,fisiologia
519,520,quale fra le seguenti analisi è usata per il monitoraggio a medio-lungo termine nei diabetici?,emoglobina glicata (hba1c),osmolalità,glicosuria,curva da carico glicemico,micro-albuminuria,A,Area Preclinica 2018,fisiologia
520,521,tra i seguenti zuccheri non ha le proprietà delle aldeidi e chetoni?,fruttosio,maltosio,saccarosio,lattosio,ribosio,C,Area Preclinica 2018,fisiologia
521,522,quali delle seguenti affermazioni riguardanti le vitamime è corretta?,spesso sono precursori del gruppo prostetico o di un cofattore di enzimi del metabolismo,servono per la digestione degli acidi grassi,vengono utilizzate dal cervello come fonte di energia,sono componenti del dna,sono componenti strutturali delle membrane,A,Area Preclinica 2018,fisiologia
522,523,il tessuto adiposo reagisce ad un basso rapporto insulina/glucagone:,defosforilando enzimi,stimolando il deposito di lipidi,stimolando la glicerolo cinasi,stimolando la lipasi ormone-sensibile,stimolando la fenilalanina idrossilasi,D,Area Preclinica 2018,fisiologia
523,524,la bilirubina è prodotta da:,catabolismo della bile,legame dell'albumina con l'emoglobina,catabolismo della transferrina,degradazione dell'eme,sintesi della vitamina b12,D,Area Preclinica 2018,fisiologia
524,525,un certo numero di aminoacidi sono definiti essenziali: quali delle seguenti coppie lo sono?,fenilalanina-arginina,fenilalanina-prolina,glicina-triptofano,glutammato-lisina,leucina-lisina,E,Area Preclinica 2018,fisiologia
525,526,quale tra le seguenti affermazioni è vera in relazione ad una attività propria dell'insulina?,stimola la glicogenolisi,aumenta la glicemia,accelera il passaggio di glucosio nelle cellule,causa la formazione di corpi chetonici,favorisce la gluconeogensi,C,Area Preclinica 2018,fisiologia
526,527,la bilirubina circolante è trasportata da:,aptoglobina,emopessina,globulina,albumina,acido glicuronico,D,Area Preclinica 2018,fisiologia
527,528,quali delle affermazioni seguenti riguardo la bilirubina coniugata è corretta?,è la forma di bilirubina più solubile che viene escreta nella bile,deriva dal legame dell'albumina con la bilirubina,è prodotta dal catabolismo degli acidi biliari,è un precursore dell'eme,promuove la sintesi della vitamina b12,A,Area Preclinica 2018,fisiologia
528,529,quale tra le seguenti condizioni non condiziona il volume di fluido extracellulare?,il ph del fluido extracellulare,la perdita o assunzione di acqua attraverso il tratto gastrointestinale,la secrezione di aldosterone dal surrene,insufficiente perdita di acqua attraverso la cute e la respirazione,la secrezione di vasopressina dalla ghiandola pituitaria posteriore,A,Area Preclinica 2018,fisiologia
529,530,le vie di formazione dell'atp nella cellula sono:,glicolisi / beta-ossidazione / desaminazione ossidativa degli aminoacidi,ciclo degli acidi tricarbossilici / beta-ossidazione / desaminazione ossidativa degli aminoacidi,glicolisi / beta-ossidazione / ciclo degli acidi tricarbossilici,glicolisi / fosforilazione ossidativa / ciclo degli acidi tricarbossilici,glicolisi / beta-ossidazione / fosforilazione ossidativa,D,Area Preclinica 2018,fisiologia
530,531,le diverse forme attive delle vitamine a e d sono:,coezimi che permettono l'attività di enzimi del metabolismo lipidico,ormoni con attività biologica specifica,molecole ad attività ormonale specifica e centri di reazione per sensori molecolari,"sostanze che causano alterazioni funzionali delle proteine, ma senza conseguenze strutturali","fattori nutrizionali che, degradati metabolicamente, consentono la produzione di atp",C,Area Preclinica 2018,fisiologia
531,532,l'organo/tessuto maggiormente lipogenico è:,l'intestino,il cervello,il tessuto adiposo bruno,il tessuto adiposo bianco,il fegato,E,Area Preclinica 2018,fisiologia
532,533,il principale ruolo fisiologico della mioglobina è di:,trasportare o2 nel muscolo,immagazzinare informazione genetica,contrarre i muscoli,immagazzinare o2,trasportare glucosio,D,Area Preclinica 2018,fisiologia
533,534,il colesterolo ha un ruolo essenziale per il funzionamento delle membrane biologiche perchè:,regola la fluidità di membrana,attraversa lo spessore del doppio strato lipidico,non può essere sintetizzato dai mammiferi,è responsabile del movimento flip-flop dei lipidi da un lato all'altro della membrana,contribuisce al mantenimento dello stato paracristallino,A,Area Preclinica 2018,fisiologia
534,535,scegliere l' acido grasso essenziale dalla seguente lista:,acido stearico,acido oleico,acido linoleico,acido palmitico,acido propionico,C,Area Preclinica 2018,fisiologia
535,536,la vitamina e ha un importante ruolo,antinfiammatorio,antiossidante,nelle ossido-riduzioni mitocondriali,nel trasporto plasmatico del colesterolo,nell'assorbimento intestinale del fe,B,Area Preclinica 2018,fisiologia
536,537,"gli acidi biliari, prodotti del catabolismo del colesterolo, sono utili:",per la respirazione,quali carburanti metabolici,per la digestione dei lipidi,per la digestione dei carboidrati,per la digestione delle proteine,C,Area Preclinica 2018,fisiologia
537,538,"nel sistema renina-angiotensina-aldosterone, la renina è:",un ormone prodotto dal rene a seguito della diminuzione della pressione ematica,un ormone prodotto dal rene a seguito dell'aumento della pressione ematica,un ormone prodotto dal surrene seguito della diminuzione della pressione ematica,un enzima prodotto da rene seguito della diminuzione della pressione ematica,un enzima prodotto dal rene a seguito dell'aumento della pressione ematica,D,Area Preclinica 2018,fisiologia
