id,question,A,B,C,D,E,answer,category,macro category
352,Il metotrexato inibisce specificamente:,"L' ipoxantina-guanina-fosforibosil-transferasi AREA PRE-CLINICA Pag. 60/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",La DNA polimerasi,La diidrofolato-reduttasi,La timidi lato sintetasi,La xantina ossidasi,C,Area Preclinica 2016,farmacologia
353,"Tra i farmaci sottoelencati vi e' un antimetabolita, usato nella leucemia mielogena acuta, che viene fosforilato ad inibitore nucleotidico della DNA polimerasi:",Ciclofosfamide,Vincristina,Citarabina,Cisplatino,Mecloretamina,C,Area Preclinica 2016,farmacologia
354,L' Acyclovir e' inefficace contro:,Herpes Simplex tipo 1,Varicella Zoster,Herpes Simplex tipo 2,Vaccinia,Virus di Epstein Barr,D,Area Preclinica 2016,farmacologia
355,Quale tra questi principi attivi non fa parte della categoria dei bloccanti del recettore per l'angiotensina II?,Irbesartan,Telmisartan,Rizatriptan,Olmesartan,Valsartan,C,Area Preclinica 2016,farmacologia
356,"Parlando degli inibitori dell'enzima HMG-CoA-reduttasi, quale tra i seguenti non riconosce come principale via metabolica di fase I il citocromo P450:",Lovastatina,Simvastatina,Atorvastatina,Cerivastatina,Pravastatina,E,Area Preclinica 2016,farmacologia
357,Quale tra i seguenti fa parte dei farmaci Beta2-agonisti a lunga durata d'azione?,Fenoterolo,Salbutamolo,Terbutalina,Salmeterolo,Albuterolo,D,Area Preclinica 2016,farmacologia
358,"Quale tra i seguenti farmaci inibitori di pompa protonica, non sembrerebbe avere interazione con l'assunzione di altri farmaci o con l'ingestione di cibo: AREA PRE-CLINICA Pag. 61/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Omeprazolo,Lansoprazolo,Pantoprazolo,Rabeprazolo,Esomeprazolo,C,Area Preclinica 2016,farmacologia
359,"Nel trattamento della Tachicardia Sopra-Ventricolare Parossistica, quale tra questi farmaci e modalita' di somministrazione risulta essere quello di elezione nei pazienti senza instabilita' emodinamica?",Adenosina in bolo rapido,Adenosina in infusione endovenosa,Flecainide in bolo rapido,Propafenone in somministrazione orale,Propafenone in bolo rapido,A,Area Preclinica 2016,farmacologia
360,Quale tra questi farmaci calcio-antagonisti viene incluso nella sottoclasse dei non-diidropiridinici:,Amlodipina,Diltiazem,"Isradipina,",Nifedipina,Lercanidipina,B,Area Preclinica 2016,farmacologia
361,"Quando parliamo della ""minima concentrazione inibente"" di un farmaco, intendiamo:",La concentrazione plasmatica alla quale l'attivita' di un farmaco e' ancora inibita,La percentuale minima di enzimi che il farmaco e' in grado di bloccare,La piu' bassa concentrazione di un antibiotico capace di inibire la crescita di un batterio,La quantita' sufficiente di antidoto a bloccare l'attivita' del farmaco,La riduzione percentuale di attivita' del farmaco in base alla concentrazione plasmatica di proteine carrier,C,Area Preclinica 2016,farmacologia
362,Quali tra i seguenti farmaci con attivita' anti-aggregante e' un inibitore del recettore piastrinico P2Y12?,Acido Acetil-Salicilico,Abciximab,Epitifibatide,Prasugrel,Dipiridamolo,D,Area Preclinica 2016,farmacologia
363,"In base alle attuali linee guida internazionali, qual e' il trattamento da utilizzare nei pazienti con embolia polmonare?","Eparina a basso peso molecolare con successiva embricazione della terapia anticoagulante orale, da proseguire per almeno sei mesi",Eparina a basso molecolare fino alla completa canalizzazione dei vasi venosi polmonari,Terapia anticoagulante orale per il mese successivo all'evento,Aspirina in associazione al clopidogrel,Terapia endovenosa con eparina non frazionata da sostituire ad una settimana dall'evento con aspirina,A,Area Preclinica 2016,farmacologia
364,"Un uomo di 35 anni, obeso, diabetico e iperteso accusa un improvviso dolore a livello dell'alluce. Sono presenti tutti i segni AREA PRE-CLINICA Pag. 62/558 Ministero dell Istruzione, dell  Università e della Ricerca, , classici della flogosi (rubor, calor, tumor, ecc). Tra gli esami bioumorali si evidenzia un aumento dei trigliceridi, glicemia 130 mg/dL e uricemia 9 mg/dL. Quale terapia è la più indicata?",Ketorolac trometamina,Colchicina,FANS,Paracetamolo,Tramadolo cloridrato,B,Area Preclinica 2016,farmacologia
365,Attraverso quale meccanismo l'acido acetil-salicilico esercita il suo effetto antiaggregante?,Blocco della COX-1,Blocco del recettore P2Y12,Blocco del recettore P2Y1,Tramite un processo di antagonismo con il recettore della Gp IIb/IIIa,Nessuna delle altre risposte,A,Area Preclinica 2016,farmacologia
366,Quale di questi farmaci è stato disegnato per il trattamento di malattie a carattere autoimmunitario e agisce interferendo con l'attività del TNF alpha?,ETANERCEPT,ANAKINRA,EFALIZUMAB,LEFLUNOMIDE,RITUXIMAB,A,Area Preclinica 2016,farmacologia
367,Attraverso quale meccanismo il clopidogrel esercita il suo effetto antiaggregante?,Blocco della COX-1,Blocco del recettore P2Y12,Blocco del recettore P2Y1,Tramite un processo di antagonismo con il recettore della Gp IIb/IIIa,Nessuna delle altre risposte,B,Area Preclinica 2016,farmacologia
368,"Il Rivaroxaban, uno tra i nuovi farmaci anticoagulanti orali, esplica la sua azione attraverso il blocco diretto di:",Fattore II,Fattore V,Fattore VII,Fattore Xa,Nessuna delle altre risposte,D,Area Preclinica 2016,farmacologia
369,La silodosina a quale classe di farmaci appartiene?,beta-bloccanti,miocardiocinetici,statine,calcio antagonisti,"alfa-litici AREA PRE-CLINICA Pag. 63/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",E,Area Preclinica 2016,farmacologia
370,"Quando parliamo di DILI, a cosa ci stiamo riferendo?",una patologia epatica acuta da tossicità ai farmaci,una patologia renale acuta da tossicità ai farmaci,una particolare forma prescrittiva di alcuni farmaci,una patologia epatica cronica da tossicità ai farmaci,nessuna delle altre risposte indicate,A,Area Preclinica 2016,farmacologia
371,Qual è il meccanismo d'azione della lamotrigina?,inibisce i canali del Na+,blocca i recettori AMPA e Kainato,inibisce i canali del Ca2+ di tipo T,blocca i recettori NMDA,interagisce con la proteina delle vescicole sinaptiche SV2A,A,Area Preclinica 2016,farmacologia
372,Quale tra questi farmaci inibisce l'attività della lipossigenasi-5?,Montelukast,Misoprostolo,Acido acetilsalicilico,Indometacina,Zileuton,E,Area Preclinica 2016,farmacologia
373,Quale tra queste affermazioni riguardante i Fluorochinoloni NON è vera?,Sono antibiotici concentrazione dipendente,Sono attivi contro i Gram Negativi,Hanno una buona biodisponibilità orale,Sono controindicati in età pediatrica,Sono indicati nelle infezioni del tratto genito-urinario,D,Area Preclinica 2016,farmacologia
374,Quale tra i seguenti farmaci usati in terapia della malattia di Parkinson è agonista selettivo per i recettori D2 e D3?,bromocriptina,ropinirolo,apomorfina,selegilina,carbidopa,B,Area Preclinica 2016,farmacologia
375,Quale tra questi farmaci antiepilettici è un inibitore dei canali del calcio?,Carbamazepina,Fenitoina,Acido valproico,Clonazepam,Lamotrigina,C,Area Preclinica 2016,farmacologia
376,"Qual è il meccanismo d'azione della venlafaxina? AREA PRE-CLINICA Pag. 64/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",blocco dei recettori D2 e 5HT2,blocco dei recettori &#61537;2 sul terminale noradrenergico e sul neurone serotoninergico,inibizione selettiva della ricaptazione della serotonina,"blocco dei recettori &#945;1, H1, M1",inibizione della ricaptazione della serotonina e della noradrenalina,E,Area Preclinica 2016,farmacologia
377,Quale tra i seguenti  NON  è un uso terapeutico dei glucocorticoidi:,Lupus eritematoso sistemico,Artrite reumatoide,Dermatosi infiammatorie,Rigetto del trapianto d'organo,Infezioni micotiche sistemiche,E,Area Preclinica 2016,farmacologia
378,Qual è il meccanismo d'azione del vigabatrin?,inibisce i canali del Na+,blocca i recettori AMPA e Kainato,inibisce l'enzima GABA transaminasi,stimola l'enzima GABA decarbossilasi,inibisce il neurotrasportatore per il GABA,C,Area Preclinica 2016,farmacologia
379,Quale tra i seguenti oppiacei è un agonista parziale del recettore &#956;?,fentanyl,morfina,buprenorfina,metadone,remifentanil,C,Area Preclinica 2016,farmacologia
380,Quale tra i seguenti farmaci è un inibitore selettivo per la cox-2?,ibuprofene,celecoxib,metamizolo,morniflumato,paracetamolo,B,Area Preclinica 2016,farmacologia
381,A quale dei seguenti effetti è associato l'uso della doxorubicina?,Cardiopatia,Mielosoppressione,Tossicità gastrointestinale,Nefrotossicità,Nevralgia,A,Area Preclinica 2016,farmacologia
382,"Qual è il meccanismo d'azione del levetiracetam? AREA PRE-CLINICA Pag. 65/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",inibisce i canali del Ca2+ di tipo T,blocca i recettori AMPA e Kainato,inibisce l'anidrasi carbonica,blocca i recettori NMDA,interagisce con la proteina delle vescicole sinaptiche SV2A,E,Area Preclinica 2016,farmacologia
383,Quale tra questi farmaci inibisce i recettori per i leucotrieni?,Montelukast,Beclometasone,Acido acetilsalicilico,Indometacina,Zileuton,A,Area Preclinica 2016,farmacologia
384,Quale tra questi NON è un effetto collaterale della morfina?,Costipazione addominale,Nausea,Depressione respiratoria,Diarrea,Immunosoppressione,D,Area Preclinica 2016,farmacologia
385,Quale delle seguenti affermazioni sul topiramato è corretta?,e' un inibitore metabolico,potenzia l'attività dell' anidrasi carbonica,blocca il recettore NMDA,è efficace nelle assenze in monoterapia,possiede un meccanismo d'azione ad ampio spettro,E,Area Preclinica 2016,farmacologia
386,Quale delle seguenti affermazioni sull'azitromicina è corretta?,è un antibiotico tempo-dipendente,ha uno spettro d'azione selettivo per i Gram +,presenta post-antibiotic effect,inibisce diverse isoforme del CYP450,ha uno spettro d'azione ristretto,C,Area Preclinica 2016,farmacologia
387,Quale delle seguenti affermazioni sul tramadolo è corretta?,non è un profarmaco,è un oppiaceo forte,determina il blocco selettivo della ricaptazione della noradrenalina,potenzia le vie discendenti attraverso l'agonismo parziale sul recettore &#956; e il blocco della ricaptazione della 5HT e della NA,è un antagonista k,D,Area Preclinica 2016,farmacologia
388,"Qual è il meccanismo d'azione della tiagabina? AREA PRE-CLINICA Pag. 66/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",inibisce i canali del Ca2+ di tipo T,blocca i recettori AMPA e Kainato,inibisce l'enzima GABA transaminasi,stimola l'enzima GABA decarbossilasi,inibisce il neurotrasportatore per il GABA,E,Area Preclinica 2016,farmacologia
389,Qual è il meccanismo d'azione dell'aripiprazolo?,Agonismo parziale sui recettori D2,Antagonismo D2 e 5HT2,Inibizione selettiva della ricaptazione della serotonina,"Antagonismo D2, &#945;1, M1 e H1",Inibizione del reuptake della serotonina e della noradrenalina,A,Area Preclinica 2016,farmacologia
390,Qual è l'antibiotico di prima scelta per il trattamento dell'infezione delle vie urinarie da Escherichia coli?,Bacitracina,Cloxacilina,Ampicillina,Meticillina,"Difenidramina AREA PRE-CLINICA Pag. 67/558 Ministero dell Istruzione, dell  Università e della Ricerca, , Fisiologia",C,Area Preclinica 2016,farmacologia
391,Quale dei seguenti ormoni endogeni tende a diminuire la glicemia ?,glucagone,GH  (ormone della crescita),somatostatina,epinefrina,ormone tiroideo,C,Area Preclinica 2016,fisiologia
392,Un insufficiente stato nutrizionale proteico-calorico è associato a:,diminuzione della concentrazione di gamma-globuline,aumento della concentrazione di aptoglobina,diminuzione dei livelli di prealbumina,aumento dei livelli di alfa-fetoproteina,aumento della sintesi degli enzimi digestivi,C,Area Preclinica 2016,fisiologia
393,Durante l'esercizio fisico intenso può svilupparsi una condizione di blanda acidosi. Il sistema tampone principale risponde a questa alterazione mediante:,Eliminazione di CO2 dai polmoni,Ritenzione di CO2 da parte dei polmoni,Escrezione di ioni idrossido attraverso il rene,Escrezione di acido attraverso il rene,Ritenzione di ioni bicarbonate attraverso il rene,A,Area Preclinica 2016,fisiologia
394,Il Galattosio è:,"un monosaccaride che, insieme al Glucosio, costituisce il Lattosio",un disaccaride che viene scisso in Lattosio e Glucosio,un Oligosaccaride la cui digestione produce soltanto Glucosio,"un monosaccaride che, insieme al fruttosio, costituisce il Saccarosio",un trisaccaride che viene scisso in Maltosio e Glucosio,A,Area Preclinica 2016,fisiologia
395,"Se in un paziente alimentato per via para-enterale il bilancio azotato rimane negativo benché sia ampiamente coperta la quota di usura delle proteine, è necessario:",aumentare la quota di aminoacidi essenziali,diminuire la quota di aminoacidi essenziali,modificare la composizione in aminoacidi,somministrare vitamine del gruppo B,aumentare la quantità di glucosio,E,Area Preclinica 2016,fisiologia
396,Quale tra le seguenti condizioni NON indica acidosi metabolica:,Infusione di cloruro di sodio,"Digiuno AREA PRE-CLINICA Pag. 68/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Avvelenamento da salicilato,Terapia con diuretici,Chetoacidosi diabetica,D,Area Preclinica 2016,fisiologia
397,Del colesterolo si può affermare che:,non viene sintetizzato nell'uomo ma deve essere assunto con la dieta,è solubile nel plasma in presenza di sodio,rappresenta il precursore degli ormoni steroidei e degli acidi biliari,è un metabolita del testosterone,viene escreto del rene,C,Area Preclinica 2016,fisiologia
398,I Citocromi sono proteine coniugate con:,nucleotidi,zolfo,ferro,lipidi,magnesio,C,Area Preclinica 2016,fisiologia
399,In che forma viene eliminato l'azoto presente nell'anello delle basi puriniche?,Acido urico,Urea,Acido glucuronico,Ammoniaca,Xantina,A,Area Preclinica 2016,fisiologia
400,In quale dei seguenti processi si ha una reazione di ossidazione ?,ciclo dell'ornitina,glicolisi anaerobia,decarbossilazione del glutamato,trasformazione del glucoso 6 fosfato in fruttoso 6 fosfato,transaminazione del glutamato con il piruvato,B,Area Preclinica 2016,fisiologia
401,Un trigliceride è formato da:,Tre molecole di glicerina legate tra di loro,Una molecola di glicerina legata a tre amminoacidi,Una molecola di glicerina legata a tre molecole di colesterolo,Una molecola di glicerina legata a tre acidi grassi,Una molecola di glicerina legata a tre molecole di  monosaccaridi,D,Area Preclinica 2016,fisiologia
