index,question,answer,macro_category,area,gemma,llama,mistral
1764,la persistenza di strutture duttali normali circondate da neoplasia e' tipica del:,C,morfologia,Preclinica,C,A,E
1765,quale tra i seguenti nervi controlla primariamente i muscoli estensori del polso?,A,morfologia,Preclinica,A,A,A
1766,quale tra le seguenti è sede più frequentemente di ernia del disco?,E,morfologia,Preclinica,D,D,E
1767,quale tra i seguenti innerva i i muscoli del perineo,A,morfologia,Preclinica,A,A,A
1768,quale tra i seguenti innerva il muscolo deltoide ?,D,morfologia,Preclinica,D,D,D
1769,quale tra le seguenti frazioni microrna e' negativamente correlate correlata con il ck14 in pazienti affetti da reflusso gastroesofageo ?,A,morfologia,Preclinica,B,B,B
1770,quale tra le seguenti frazioni microrna non appare elevata nelle cellule squamose della mucosa esofagea in paziente con esofagite ulcerativa?,C,morfologia,Preclinica,E,C,C
1771,la tonaca muscolare dello stomaco quanti strati presenta ?,C,morfologia,Preclinica,C,C,C
1772,all'innervazione dei muscoli laringei provvedono i nervi laringei superiori ed inferiori che sono rami del ...?,A,morfologia,Preclinica,A,A,A
1773,il pancreas ha una lunghezza di centimetri ...?,A,morfologia,Preclinica,A,A,A
1774,quali delle seguenti stazioni linfonodali vengono maggiormente colpite da metastatizzazione di un cancro mammario sottoareolare:,A,morfologia,Preclinica,A,A,A
1775,per quanto riguarda l'epidemiologia del carcinoma della tiroide quale delle seguenti affermazioni e' corretta?:,B,morfologia,Preclinica,B,B,B
1776,per cheloide si intende:,C,morfologia,Preclinica,C,C,C
1777,indicare il segno clinico caratteristico della lesione monolaterale del nervo ricorrente:,C,morfologia,Preclinica,C,C,C
1778,la tiroide contrae piu' intimi rapporti con:,A,morfologia,Preclinica,A,A,E
1779,l'encefalo si forma:,D,morfologia,Preclinica,D,D,D
1780,i neuroni pseudounipolari,B,morfologia,Preclinica,B,B,B
1781,il plasmalemma è:,B,morfologia,Preclinica,B,B,B
1782,quale delle seguenti affermazioni riguardante il processo di ossificazione pericondrale è corretta?,A,morfologia,Preclinica,E,C,C
1783,il recettore del paratormone si trova,A,morfologia,Preclinica,B,A,A
1784,la cromatina è:,E,morfologia,Preclinica,E,E,E
1785,il ciclo ovarico ha inizio,E,morfologia,Preclinica,E,E,E
1786,quale delle seguenti cellule e' capace di secernere anticorpi:,D,morfologia,Preclinica,D,D,D
1787,la spermatogenesi ha inizio:,A,morfologia,Preclinica,B,C,A
1788,le cellule staminali dell'epidermide si trovano?,D,morfologia,Preclinica,D,D,D
1789,tutte le seguenti affermazioni relative alle fibre bianche del tessuto muscolare striato scheletrico sono corrette tranne:,D,morfologia,Preclinica,B,D,E
1790,quale dei seguenti eventi avviene durante la fecondazione?,D,morfologia,Preclinica,D,D,D
1791,il periostio:,C,morfologia,Preclinica,C,C,C
1792,il reticolocita:,C,morfologia,Preclinica,C,C,C
1793,il dotto di botallo è,D,morfologia,Preclinica,A,D,E
1794,"tutte le seguenti affermazioni riguardandi i granulociti neutrofili sono corrette, tranne:",D,morfologia,Preclinica,D,E,D
1795,"in un soggetto sottoposto a trapianto di midollo osseo, dopo alcuni anni, in quali cellule si puo' dimostrare regolarmente il genoma del donatore:",C,morfologia,Preclinica,C,C,B
1796,i difetti di chiusura del tubo neurale determinano:,A,morfologia,Preclinica,A,A,A
1797,quale delle seguenti affermazioni riguardanti il tessuto osseo è corretta?,B,morfologia,Preclinica,B,B,B
1798,quali dei seguenti elementi persistono in tutti i bronchioli respiratori?,C,morfologia,Preclinica,C,C,C
1799,la tonaca media dei vasi è formata da:,A,morfologia,Preclinica,A,A,A
1800,nella circolazione fetale sono pervi:,C,morfologia,Preclinica,C,C,C
1801,ci sono due tipi di midollo osseo : rosso e giallo. quale delle sottoelencate affermazioni riguardanti le rispettive caratteristiche proprieta' e' vera?,B,morfologia,Preclinica,B,B,B
1802,l'ovocito al momento dell'ovulazione..,C,morfologia,Preclinica,C,C,C
1803,il danno respiratorio della cellula tumorale interessa:,B,morfologia,Preclinica,B,B,B
1804,il tessuto muscolare è:,E,morfologia,Preclinica,E,E,E
1805,la mucosa della trachea e' caratterizzata da:,D,morfologia,Preclinica,D,D,D
1806,il tessuto muscolare striato scheletrico e':,D,morfologia,Preclinica,D,D,D
1807,la citodieresi è:,A,morfologia,Preclinica,C,A,A
1808,nella circolazione fetale il sangue ossigenato giunge al feto attraverso:,B,morfologia,Preclinica,B,B,B
1809,la differenziazione è:,B,morfologia,Preclinica,B,B,B
1810,le vescicole sinaptiche possono contenere:,D,morfologia,Preclinica,D,D,D
1811,il picco ematico di ormone lh si osserva:,D,morfologia,Preclinica,D,D,D
1812,i fibroblasti sono,B,morfologia,Preclinica,B,B,B
1813,l'omeostasi corporea è regolata da:,E,morfologia,Preclinica,E,E,E
1814,"la presenza in un soggetto della triade di corpi di howell-jolly, cellule a bersaglio e reticolocitosi è compatibile con quale delle seguenti condizioni cliniche?",A,morfologia,Preclinica,A,A,A
1815,i linfociti b sono:,C,morfologia,Preclinica,C,C,C
1816,"tutte le seguenti affermazioni circa le cellule muscolari lisce sono corrette, tranne:",C,morfologia,Preclinica,C,C,C
1817,tutte le seguenti affermazioni riguardanti i linfociti t sono vere ad eccezione di una,D,morfologia,Preclinica,A,D,D
1818,l'osteone è:,C,morfologia,Preclinica,C,C,C
1819,lo zigote è:,A,morfologia,Preclinica,A,A,A
1820,i mastociti:,B,morfologia,Preclinica,B,B,B
1821,quali sono le cellule che permettono il rinnovamento dell'epidermide?,A,morfologia,Preclinica,A,A,B
1822,"il plesso mioenterico (di auerbach) consiste di piccoli gruppi di cellule nervose appartenenti al sistema nervoso autonomo. dove sono localizzati questi ""gangli"" lungo il tratto gastrointestinale?",D,morfologia,Preclinica,D,D,D
1823,la gastrula è:,C,morfologia,Preclinica,C,C,C
1824,un bambino nasce con una testa anormalmente grande. una testa ingrandita in un bambino è sinonimo di idrocefalo?,C,morfologia,Preclinica,C,B,C
1825,l'acido ialuronico:,B,morfologia,Preclinica,B,B,B
1826,tutte le seguenti affermazioni relative alla placenta in una gravidanza gemellare sono vere tranne:,B,morfologia,Preclinica,B,B,B
1827,un follicolo ooforo maturo ha un diametro di:,E,morfologia,Preclinica,B,E,E
1828,quale delle seguenti affermazioni riguardanti i sinusoidi epatici è vera?,C,morfologia,Preclinica,D,C,C
1829,le cellule pancreatiche secernenti glucagone sono:,A,morfologia,Preclinica,A,A,A
1830,tutti i seguenti appartengono ai macrofagi tranne uno:,D,morfologia,Preclinica,D,D,D
1831,"tutte le seguenti affermazioni riguardanti il rilascio delle cellule ematiche nel torrente circolatorio sono corrette, tranne:",B,morfologia,Preclinica,D,A,B
1832,in quale delle seguenti mucose l'epitelio è stratificato:,B,morfologia,Preclinica,B,B,B
1833,"nel corso della fecondazione, nella specie umana si osserva...",A,morfologia,Preclinica,A,A,A
1834,"quali cellule, oltre a quelle endoteliali, fanno parte della parete dei sinusoidi epatici?",A,morfologia,Preclinica,A,A,A)
1835,gli anelli tracheali sono costituiti da:,A,morfologia,Preclinica,A,A,A
1836,nella maggior parte delle circostanze quale procedure deve mettere in atto un medico che abbia appena prelevato un frammento di tessuto a scopo bioptico:,B,morfologia,Preclinica,B,B,B
1837,dove sono localizzate nell'intestino tenue le cellule che assicurano il rinnovamento dell'epitelio?,B,morfologia,Preclinica,B,B,B
1838,"tutte le seguenti funzioni sono di competenza delle piastrine, tranne:",D,morfologia,Preclinica,E,D,E
1839,il protoplasma è:,D,morfologia,Preclinica,D,D,D
1840,tutte le seguenti affermazioni sul timo sono corrette tranne:,B,morfologia,Preclinica,B,B,B
1841,le mucose sono:,B,morfologia,Preclinica,B,B,B
1842,il tessuto di conduzione del cuore e' costituito da:,A,morfologia,Preclinica,A,A,A
1843,"il neurone, unità morfo-funzionale del tessuto nervoso, è normalmente costituito da:",B,morfologia,Preclinica,B,B,B
1844,i macrofagi (o gli istiociti) tissutali derivano da:,E,morfologia,Preclinica,E,E,E
1845,"tutte le seguenti affermazioni relative al midollo osseo rosso sono esatte, tranne:",D,morfologia,Preclinica,D,D,D
1846,quale ormone è tipico del trofoblasto:,A,morfologia,Preclinica,A,A,A
1847,quale delle seguenti affermazioni relative alle piastrine e' vera?,B,morfologia,Preclinica,B,B,B
1848,"durante la spermioistogenesi, cosa fanno gli spermatidi?",C,morfologia,Preclinica,C,C,C
1849,l'apoptosi è:,C,morfologia,Preclinica,C,C,C
1850,il tessuto connettivo e' costituito da:,C,morfologia,Preclinica,C,C,C
1851,la tonaca intima dei vasi è formata da:,D,morfologia,Preclinica,D,D,D
1852,quale dei seguenti processi comporta la perdita del nucleo da parte della cellula:,A,morfologia,Preclinica,A,A,A
1853,le cellule staminali sono:,B,morfologia,Preclinica,B,B,B
1854,quale delle seguenti affermazioni relative alle unita' motorie e' vera?,B,morfologia,Preclinica,B,B,B
1855,il megacolon congenito (malattia di hirschsprung) è causato da un difetto,A,morfologia,Preclinica,A,A,A
1856,le cellule zimogeniche:,D,morfologia,Preclinica,D,D,D
1857,tutte le seguenti affermazioni riguardanti l'ovogenesi sono errate tranne:,E,morfologia,Preclinica,E,E,E
1858,le ghiandole endocrine riversano il loro secreto:,C,morfologia,Preclinica,C,C,C
1859,"per quanto tempo il prodotto del concepimento resta libero nelle vie genitali femminili, nella specie umana:",C,morfologia,Preclinica,A,A,C
1860,da dove originano le cellule di schwann ?,B,morfologia,Preclinica,D,B,B
1861,la lingua è:,A,morfologia,Preclinica,E,A,A
1862,la sezione di fibre nervose per una ferita con interessamento di un nervo:,C,morfologia,Preclinica,C,C,C
1863,le cellule della microglia,B,morfologia,Preclinica,B,B,A
1864,i linfociti presiedono a:,B,morfologia,Preclinica,B,B,B
1865,la gametogenesi da ormone lh si oserva:,E,morfologia,Preclinica,C,E,E
1866,con il termine 'reazione deciduale' si descrive la:,B,morfologia,Preclinica,B,B,B
1867,quale dei seguenti organi contiene i corpuscoli di hassall?,D,morfologia,Preclinica,D,D,D
1868,quale ormone produce la cellula di sertoli del testicolo?,B,morfologia,Preclinica,B,B,B
1869,i talami ottici appartengono al :,B,morfologia,Preclinica,B,B,B
1870,la follicologenesi ha inizio:,E,morfologia,Preclinica,D,B,B
1871,la surrenalectomia radicale bilaterale :,A,morfologia,Preclinica,A,A,A
1872,"ad una donna gravida viene fatta diagnosi di ""polidramnios"". quale è il significato di questa condizione clinica?",A,morfologia,Preclinica,A,A,A
1873,quale delle seguenti affermazioni riguardanti il derma è corretta?,E,morfologia,Preclinica,E,E,E
1874,quali delle seguenti cellule producono testosterone:,D,morfologia,Preclinica,D,D,D
1875,la normale percentuale dei monociti nel sangue circolante e':,C,morfologia,Preclinica,C,C,C
1876,la decidua basale è componente essenziale del,C,morfologia,Preclinica,C,C,C
1877,la placenta è formata da:,B,morfologia,Preclinica,B,B,B
1878,in quale dei sottoelencati organi si trova epitelio di transizione?,C,morfologia,Preclinica,C,C,C
1879,i linfociti t:,B,morfologia,Preclinica,B,B,B
1880,il costituente principale della parete dei capillari è rappresentato da :,D,morfologia,Preclinica,D,D,D
1881,"durante la gravidanza, di regola:",D,morfologia,Preclinica,D,D,D
1882,"le cellule endoteliali possono avere tutte le seguenti caratteristiche, tranne:",B,morfologia,Preclinica,B,B,B
1883,e' ciliato l'epitelio:,D,morfologia,Preclinica,D,D,D
1884,cosa significa apoptosi?,A,morfologia,Preclinica,A,A,A
1885,il progesterone è secreto dal ...... per favorire l'impianto dell'embrione e la prosecuzione della gravidanza,A,morfologia,Preclinica,A,A,A
1886,"tutte le seguenti caratteristiche sono peculiari sia delle molecole mhc di classe i sia di quelle di classe ii, tranne:",C,patologia,Preclinica,C,C,C
1887,qual è la complicazione più grave delle infezioni da virus varicella-zoster?,C,patologia,Preclinica,C,C,C
1888,le cellule t citotossiche sono identificate da anticorpi contro i marcatori:,A,patologia,Preclinica,A,A,A
1889,quale tra questi parassiti si acquisisce ingerendo carne cruda di un animale parassitato?,B,patologia,Preclinica,B,B,B
1890,le difese immunitarie specifiche delle mucose sono caratterizzate dalla presenza di:,D,patologia,Preclinica,D,D,D
1891,quali dei seguenti ceppi di salmonelle ha per esclusivo serbatoio l'uomo,B,patologia,Preclinica,B,B,B
1892,tutte le seguenti affermazioni riguardanti le strutture di superficie dei batteri sono corrette tranne:,D,patologia,Preclinica,D,D,D
1893,quale dei seguenti patogeni può essere isolato tramite emocoltura?,D,patologia,Preclinica,D,D,D
1894,quale di questi vaccini antivirali può essere utilmente somministrato anche dopo che è avvenuta l'esposizione al virus?,D,patologia,Preclinica,D,D,D
1895,il reperto di bacilli alcool-acido resistenti all'esame microscopico dell'espettorato è indicativo di:,D,patologia,Preclinica,D,D,D
1896,qual è il meccanismo d'azione della enterotossina colerica?,A,patologia,Preclinica,A,A,A
1897,la colite pseudomembranosa è un quadro intestinale sostenuto da:,C,patologia,Preclinica,C,C,C
1898,"in una di queste infezioni, le tetracicline non sono efficaci; indicare quale.",C,patologia,Preclinica,B,C,C
1899,chlamydia trachomatis è frequentemente responsabile di:,C,patologia,Preclinica,C,C,C
1900,tutte le seguenti affermazioni riguardanti la biologia dei miceti sono corrette tranne:,D,patologia,Preclinica,D,D,D
1901,quale di queste affermazioni relative a mycobacterium tuberculosis è esatta?,C,patologia,Preclinica,C,C,C
1902,le ige presenti nel siero sono prodotte da:,B,patologia,Preclinica,E,B,E
1903,uno dei seguenti è il meccanismo d'azione della tossina difterica:,B,patologia,Preclinica,B,B,B
1904,quali caratteristiche deve avere una cellula per essere definita cellula presentante l'antigene per le molecole mhc-ii,C,patologia,Preclinica,C,C,C
1905,quali dei seguenti ceppi rappresenta l'agente eziologico della congiuntivite da inclusi ?,A,patologia,Preclinica,A,A,A
1906,la patologia da clostridium botulinum è associata,C,patologia,Preclinica,C,C,C
1907,indicare quale antigene non è in grado di indurre una reazione di ipersensibilità ritardata:,C,patologia,Preclinica,D,C,C
1908,quali dei seguenti virus sono ritenuti coinvolti in malformazioni fetali ?,A,patologia,Preclinica,A,A,A
1909,indicare quale di questi fattori non è prodotto dai macrofagi:,D,patologia,Preclinica,D,D,D
1910,quali dei seguenti gruppi di geni mhc comprende alleli strettamente associati con la suscettibilità o la refrattarietà al diabete mellito di tipo i?,E,patologia,Preclinica,D,D,D
1911,gli antigeni mhc di classe ii sono:,B,patologia,Preclinica,B,B,B
1912,indicare quale di queste caratteristiche vale per le risposte immunitarie innate:,D,patologia,Preclinica,D,D,D
1913,quali delle seguenti sono le principali funzioni effettrici dei linfociti t-cd 8?,A,patologia,Preclinica,A,A,"A
C"
1914,il sito corporeo piu' frequentemente colonizzato da e. coli nei processi infettivi endogeni e':,B,patologia,Preclinica,B,A,B
1915,un quadro di meningite purulenta può essere dovuto a:,D,patologia,Preclinica,D,D,D
1916,un tossoide antigenico utilizzato per la vaccinazione corrisponde a:,D,patologia,Preclinica,D,D,D
1917,qual è il maggior sito di produzione anticorpale?,E,patologia,Preclinica,A,B,A
1918,"in caso di cistiti non complicate, l'isolamento di escherichia coli da un campione di urine può essere ritenuto significativo se il numero di colonie formanti unità (cfu) corrisponde a?",C,patologia,Preclinica,C,C,C
1919,quale tra questi generi fungini è un potenziale produttore di aflatossine?,E,patologia,Preclinica,E,E,E
1920,a quale campo di virus appartiene il virus del mollusco contagioso?,B,patologia,Preclinica,B,B,B
1921,i terreni di coltura solidi sono usati in batteriologia diagnostica:,D,patologia,Preclinica,D,D,D
1922,una delle seguenti affermazioni riguardanti le modalita' di eliminazione della penicillina g e' corretta: indicare quale.,D,patologia,Preclinica,D,D,D
1923,quale dei seguenti termini definisce l'integrazione di un virus nel genoma dell'ospite?,A,patologia,Preclinica,A,A,A
1924,quale fra questi agenti causa polmonite atipica primaria?,A,patologia,Preclinica,A,A,A
1925,la reazione di ipersensibilità di i tipo può essere bloccata usando:,D,patologia,Preclinica,D,D,D
1926,"una madre con gruppo sanguigno ab, rh-positivo aspetta un bambino da un padre 0 rh-negativo. quale procedura va adottata per prevenire una possibile anemia emolitica del feto?",D,patologia,Preclinica,A,D,B
