,id,question,A,B,C,D,E,answer,category,macro category
1075,1076,"le informazioni circa prognosi gravi o infauste, secondo la norma del codice deontologico,",possono essere fornite al paziente a discrezione del medico,vanno sempre comunicate al paziente con particolari modalità,vanno comunicate al paziente solo se si rendono necessari un intervento chirurgico o una terapia rischiosa,non vanno mai comunicate direttamente al paziente,vanno comunicate al paziente in forma parziale ed indiretta,B,Area Clinica 2019,medicina legale e sanità pubblica
1076,1077,"nessuno può essere obbligato ad un determinato trattamento sanitario, se non per disposizione di legge. tale principio si trova così enunciato",testo unico delle leggi sanitarie,nella costituzione,nel codice civile,nel codice penale,nella legge 180/1978,B,Area Clinica 2019,medicina legale e sanità pubblica
1077,1078,le seguenti malattie infettive sono soggette a denuncia all'autorita' pubblica:,morbillo,rabbia,tetano,epatite b,tutte le risposte indicate,E,Area Clinica 2019,medicina legale e sanità pubblica
1078,1079,"la responsabilità penale, ex art. 27 della costituzione, è:",delegabile,personale,suddivisibile in contrattuale ed extracontrattuale,individuabile solo per delitti procedibili d'ufficio,individuabile solo per reati procedibili a querela,B,Area Clinica 2019,medicina legale e sanità pubblica
1079,1080,la notifica di malattia infettiva all'autorita' pubblica deve essere fatta da:,medico di medicina generale,medico igienista,medico ospedaliero,medico pediatra,tutte le risposte indicate,E,Area Clinica 2019,medicina legale e sanità pubblica
1080,1081,le ipostasi,si ritrovano solo nelle zone declivi del decubito del soggetto,indicano sempre una morte violenta,sono un segno certo di morte,hanno sempre lo stesso colore,sono sempre indispensabili per risalire alla causa di morte,A,Area Clinica 2019,medicina legale e sanità pubblica
1081,1082,quale categoria di medici e' obbligata a prestare la propria opera in qualita' di ausiliari di polizia giudiziaria?,solo i medici di medicina generale,solo gli specialisti in medicina legale,solo i pubblici ufficiali,solo i medici della direzione sanitaria,tutti i medici,E,Area Clinica 2019,medicina legale e sanità pubblica
1082,1083,"quale dei seguenti requisiti identifica la condizione di ""handicap"" nella legislazione corrente?","la minorazione fisica,psichica e sensoriale",la difficolta' nell'integrazione lavorativa,la difficolta' di apprendimento,la difficolta' nella vita di relazione,lo svantaggio sociale e l'emarginazione,E,Area Clinica 2019,medicina legale e sanità pubblica
1083,1084,le lesioni silicotiche dal punto di vista anatomo-patologico hanno un aspetto che le distingue dalle altre forme di fibrosi polmonare in quanto:,interessano l'interstizio in maniera diffusa,hanno un aspetto nodulare,sono caratterizzate da edema e congestione della mucosa bronchiale,presentano una diffusa infiltrazione linfocitaria,hanno un aspetto a guscio d'uovo,B,Area Clinica 2019,medicina legale e sanità pubblica
1084,1085,in quale patologia professionale è frequente il fenomeno di raynaud o del dito bianco?,malattie da calore,psiconevrosi professionale,angioneurosi professionale,gravi dermatosi professionali,neuropatie tossiche,C,Area Clinica 2019,medicina legale e sanità pubblica
1085,1086,un operatore sanitario di un'azienda ospedaliera giunge alla tua osservazione per una dermatite alle mani. quali esami prescriveresti per accertare se la dermatite è dovuta effettivamente all'uso di guanti?,patch test,ige totali,ige specifiche,elisa,test arresto ripresa,A,Area Clinica 2019,medicina legale e sanità pubblica
1086,1087,la disposizione spaziale delle nodulazioni silicotiche è prevalentemente,medio-basale,medio-apicale,diffusa,ilare bilaterale,non ha caratteristiche spaziali,B,Area Clinica 2019,medicina legale e sanità pubblica
1087,1088,il mesotelioma pleurico compare più frequentemente nella,tubercolosi,sarcoidosi,asbestosi,carcinoma bronchiale,silicosi,C,Area Clinica 2019,medicina legale e sanità pubblica
1088,1089,quale terapia ritieni essere più corretta nell'intossicazione acuta da piombo,spasmolitico,terapia con folati,miorilassanti,antiipertensivi,terapia chelante,E,Area Clinica 2019,medicina legale e sanità pubblica
1089,1090,il polmone del contadino(farmer's lung) è una malattia,infettiva,parassitaria,allergica,irritativa,tossica,C,Area Clinica 2019,medicina legale e sanità pubblica
1090,1091,in medicina del lavoro gli indicatori di effetto:,evidenziano una ipersuscettibilità individuale,evidenziano effetti tardivi per esposizione a tossici,sono indicatori dell'avvenuta esposizione a un tossico,esprimono concentrazioni di inquinanti nell'ambiente di lavoro,evidenziano effetti biologici precoci per esposizione a tossici,E,Area Clinica 2019,medicina legale e sanità pubblica
1091,1092,le alveoliti allergiche estrinseche sono patologie professionali peculiari di quale tra le seguenti categorie di lavoratori?,minatori di carbone,contadini e allevatori di piccioni,lavoratori dell'edilizia,saldatori,tipografi,B,Area Clinica 2019,medicina legale e sanità pubblica
1092,1093,le lesioni silcotiche colpiscono di preferenza:,i lobi polmonari superiori,i lobi polmonari inferiori,il polmone destro,il polmone sinistro,la pleura diaframmatica,A,Area Clinica 2019,medicina legale e sanità pubblica
1093,1094,quale delle seguenti occupazioni comporta rischio di patologia del rachide?,videoterminalista,guardia notturna,bidello,tecnico del suono,operatore cinematografico,A,Area Clinica 2019,medicina legale e sanità pubblica
1094,1095,a quale di queste noxae professionali si ascrive una caratteristica pancitopenia?,benzina,piombo,arsenico,benzene,mercurio,D,Area Clinica 2019,medicina legale e sanità pubblica
1095,1096,in quali di questi lavoratori è presente il rischio da epatite c,saldatori,tipografi,netturbini,verniciatori,meccanici di automobili,C,Area Clinica 2019,medicina legale e sanità pubblica
1096,1097,le alterazioni a lungo termine causate da posture incongrue e da movimentazione di carichi riguardano soprattutto:,la muscolatura interessata,l'articolazione del ginocchio,l'articolazione scapolo-omerale,l'articolazione del gomito,la colonna vertebrale nel tratto dorso-lombo-sacrale,E,Area Clinica 2019,medicina legale e sanità pubblica
1097,1098,quali delle seguenti noxae può provocare angiosarcoma epatico?,acrilonitrile,polibutadiene monomero,cloruro di vinile monomero,tetracloruro di carbonio,fosforo bianco,C,Area Clinica 2019,medicina legale e sanità pubblica
1098,1099,la silicosi e' una pneumoconiosi sclerogena caratterizzata dal punto di vista istopatologico da:,placche pleuriche,granulomi linfo-istiocitari,fibrosi interstiziale diffusa,lesioni fibrotiche nodulari del parenchima polmonare,infiltrazione peribronchiale,D,Area Clinica 2019,medicina legale e sanità pubblica
1099,1100,"un tuo paziente di 35 anni ti chiede consiglio prima di cambiare lavoro. tenendo presente che e' un fumatore incallito, a quale dei seguenti fattori di rischio lo consiglieresti di non esporsi?",piombo inorganico,radiazioni ionizzanti,rumore,tricloroetilene,amianto,E,Area Clinica 2019,medicina legale e sanità pubblica
1100,1101,l'angiosarcoma epatico può avere origine professionale da:,radiazioni ionizzanti,arsenicato di piombo,cloruro di calcio,manganese ossido,cloruro di vinile monomero,E,Area Clinica 2019,medicina legale e sanità pubblica
1101,1102,l'apparato più esposto alle noxae oncogene è:,apparato respiratorio,apparato digerente,sistema nervoso centrale,apparato locomotore,apparato cardio-vascolare,A,Area Clinica 2019,medicina legale e sanità pubblica
1102,1103,il caratteristico grisou di miniera contiene fondamentalmente,silice,metano,acido cianidrico,acido solfidrico,monossido di carbonio,B,Area Clinica 2019,medicina legale e sanità pubblica
1103,1104,quale tra i seguenti interventi preventivi deve essere considerato prioritario in tema di rischio da rumore?,riduzione dei tempi di esposizione dei lavoratori,aumento della frequenza delle indagini audiometriche,utilizzo di cuffie,utilizzo di tappi auricolari,insonorizzazione delle macchine,E,Area Clinica 2019,medicina legale e sanità pubblica
1104,1105,complicanze della asbestosi,tubercolosi,granuloma eosinofilo,mesotelioma pleurico,pleurite virale,broncopolmonite batterica,C,Area Clinica 2019,medicina legale e sanità pubblica
1105,1106,"il signor roberto, fonditore di ghisa, lamenta da qualche anno dispnea da sforzo, tosse produttiva ed espettorazione per periodi di 2/3 mesi all'anno. il sospetto diagnostico formulato dal medico curante è di silicosi. per confermare la responsabilità delle polveri silicee come fattore eziologico viene effettuata una indagine ambientale. quali dimensioni devono avere le particelle inalate, per essere ritenute responsabili della silicosi?",1000 micron,100 micron,50 micron,0.5 - 5 micron,< 0.1 micron,D,Area Clinica 2019,medicina legale e sanità pubblica
1106,1107,nella intossicazione da organofosfati trova indicazione:,acetilcolina,atropina,metacolina,camera iperbarica,infusione di alcalinizzanti,B,Area Clinica 2019,medicina legale e sanità pubblica
1107,1108,l'eczema da contatto è devoto a:,immunoreazione del tipo ii di gell-coombs,immunoreazione del tipo iv di gell-coombs,reazione ige-mediata,agente virale,una clamydia,B,Area Clinica 2019,medicina legale e sanità pubblica
1108,1109,il classico orletto di burton è tipico nelle patologie da,vanadio,mercurio,cadmio,piombo,molibdeno,D,Area Clinica 2019,medicina legale e sanità pubblica
1109,1110,nel mercurialismo cronico si rileva tipicamente:,paralisi del radiale,tremore,iporeflettività osteotendinea,ipersonnia,emianopsia,B,Area Clinica 2019,medicina legale e sanità pubblica
1110,1111,si ha perforazione nel setto nasale per esposizione a:,piombo,tricloroetilene,cromo esavalente,asbesto,radiazioni non ionizzanti,C,Area Clinica 2019,medicina legale e sanità pubblica
1111,1112,la più frequente complicanza della silicosi è,la siderosi,la tubercolosi,la sindrome asmatica,talcosi,sarcoidosi,B,Area Clinica 2019,medicina legale e sanità pubblica
1112,1113,il prick test è una prova cutanea per:,allergia ige mediata,dermatite allergica da contatto,dermatite irritativa da contatto,tubercolosi cutanea,sarcoidosi,A,Area Clinica 2019,medicina legale e sanità pubblica
1113,1114,l'ulcera del setto nasale può comparire nei lavoratori che sono esposti a:,piombo,mercurio,cadmio,cromo,manganese,D,Area Clinica 2019,medicina legale e sanità pubblica
1114,1115,quale dei suddetti dati ematochimici è indicativo di epatopatia tossica,gamma-gt,diminuzione di bilirubina totale,alterazione prove colloidali,aumento fosfatasi acido,aumento tempo di quick,A,Area Clinica 2019,medicina legale e sanità pubblica
1115,1116,la tossicità di una sostanza dipende essenzialmente:,dalla sua costituzione chimica,dal suo grado di solubilità,dalla dose e dalla via di somministrazione,dalla struttura molecolare,dal suo grado di ionizzazione,C,Area Clinica 2019,medicina legale e sanità pubblica
1116,1117,con il termine pneumoconiosi sclerogena s'intende:,un accumulo di fibre nei polmoni,un accumulo di polvere nei polmoni,un accumulo di polvere nei polmoni con con conseguente reazione tissutale collagena,un accumulo di polvere nei polmoni con con conseguente reazione tissutale non collagena,un particolare tipo di alveolite allergica estrinseca,C,Area Clinica 2019,medicina legale e sanità pubblica
1117,1118,quale di questi segni clinici consente di orientarci nella diagnosi per colica saturnina anziché per una peritonite acuta diffusa:,dolore addominale diffuso,dolore che si attenua con la pressione dell'addome,dolore in sede epatica,notevole riduzione della profondità degli atti respiratori,stato di agitazione con psiche lucida,B,Area Clinica 2019,medicina legale e sanità pubblica
1118,1119,il lavoro muscolare,trasforma energia chimica in energia meccanica,sviluppa energia termica con elevati costi energetici,trasforma energia elettrica in movimento e forza,trasforma il calore in energia meccanica,ha costi energetici influenzati dallo stress,A,Area Clinica 2019,medicina legale e sanità pubblica
